City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
293,Shieli,KZ,2021-03-04 05:26:08,44.1667,66.75,41.7,63,74,11.14
294,Kindu,CD,2021-03-04 05:26:09,-2.95,25.95,67.78,96,96,3.06
295,Meulaboh,ID,2021-03-04 05:26:09,4.1363,96.1285,85.64,66,1,4.23
296,Sao Joao Da Barra,BR,2021-03-04 05:23:24,-21.6403,-41.0511,75.02,90,99,13.71
297,Tanout,NE,2021-03-04 05:26:10,14.9709,8.8879,66.72,21,0,11.9
298,Grants,US,2021-03-04 05:26:10,35.1473,-107.8514,42.8,36,75,9.22
299,Araceli,PH,2021-03-04 05:26:10,10.5529,119.9913,81.48,81,3,17.38
300,Bengkulu,ID,2021-03-04 05:26:11,-3.8004,102.2655,86.79,60,39,8.01
301,Upata,VE,2021-03-04 05:26:11,8.0086,-62.3989,73.99,90,32,5.01
302,Kemijarvi,FI,2021-03-04 05:26:11,66.7131,27.4306,16.25,94,36,9.8
303,Carutapera,BR,2021-03-04 05:26:12,-1.195,-46.02,75.25,90,9,4.12
304,Tuktoyaktuk,CA,2021-03-04 05:26:12,69.4541,-133.0374,-25.6,75,40,2.3
305,Yulara,AU,2021-03-04 05:26:13,-25.2406,130.9889,100.4,13,11,9.22
306,Berdigestyakh,RU,2021-03-04 05:26:13,62.0989,126.6992,-19.79,89,100,9.62
307,Niquero,CU,2021-03-04 05:26:13,20.0431,-77.5828,74.68,80,0,4.32
308,Katsuura,JP,2021-03-04 05:26:13,35.1333,140.3,55.99,58,75,4.61
309,Chicama,PE,2021-03-04 05:26:14,-7.8447,-79.1469,75.25,71,64,4.41
310,Boguchany,RU,2021-03-04 05:26:14,58.3814,97.4531,-8.5,84,100,5.73
311,Cap Malheureux,MU,2021-03-04 05:26:14,-19.9842,57.6142,82.99,66,17,3.0
312,Ati,TD,2021-03-04 05:26:15,13.2154,18.3353,67.6,23,87,10.29
313,Sovetskiy,RU,2021-03-04 05:26:15,61.3614,63.5842,14.56,96,68,5.68
314,Beringovskiy,RU,2021-03-04 05:26:16,63.05,179.3167,26.42,98,100,47.58
315,Mana,GF,2021-03-04 05:26:16,5.6592,-53.7767,76.35,89,100,11.59
316,Olafsvik,IS,2021-03-04 05:26:16,64.8945,-23.7142,40.48,91,91,17.4
317,Kiama,AU,2021-03-04 05:26:16,-34.6833,150.8667,82.0,68,1,8.99
318,Nizhniy Bestyakh,RU,2021-03-04 05:26:17,61.9594,129.9086,-20.2,57,0,8.95
319,Atar,MR,2021-03-04 05:26:17,20.5169,-13.0499,66.79,23,100,9.75
320,Grand Gaube,MU,2021-03-04 05:26:17,-20.0064,57.6608,82.99,66,38,3.0
321,Neuquen,AR,2021-03-04 05:26:17,-38.9516,-68.0591,68.0,88,0,15.66
322,Qaqortoq,GL,2021-03-04 05:26:18,60.7167,-46.0333,48.2,34,75,44.87
323,Odweyne,SO,2021-03-04 05:26:18,9.4092,45.064,72.01,40,1,13.8
324,Inhambane,MZ,2021-03-04 05:26:18,-23.865,35.3833,78.8,83,40,6.91
325,Narimanov,RU,2021-03-04 05:26:18,46.6927,47.8498,32.0,80,0,13.42
326,Taoudenni,ML,2021-03-04 05:26:19,22.6783,-3.9836,67.14,22,95,9.86
327,Ancud,CL,2021-03-04 05:26:19,-41.8697,-73.8203,55.4,82,0,5.75
328,Iqaluit,CA,2021-03-04 05:26:19,63.7506,-68.5145,-2.2,78,90,27.63
329,Bonavista,CA,2021-03-04 05:26:19,48.6499,-53.1147,23.0,85,60,5.75
330,Pacific Grove,US,2021-03-04 05:21:58,36.6177,-121.9166,51.8,76,1,5.75
331,Kahului,US,2021-03-04 05:22:19,20.8947,-156.47,69.8,73,1,11.5
332,Mount Gambier,AU,2021-03-04 05:23:14,-37.8333,140.7667,64.4,63,90,12.66
333,Jacksonville,US,2021-03-04 05:23:47,30.3322,-81.6556,51.8,93,20,4.61
334,Sisimiut,GL,2021-03-04 05:26:20,66.9395,-53.6735,22.33,89,100,12.12
335,Basse,DE,2021-03-04 05:26:21,52.5518,9.5069,37.99,100,67,9.22
336,Cherskiy,RU,2021-03-04 05:26:21,68.75,161.3,0.36,93,100,5.5
337,Strzelce Krajenskie,PL,2021-03-04 05:26:22,52.8773,15.5298,43.0,73,73,3.0
338,Camacha,PT,2021-03-04 05:26:22,33.0833,-16.3333,60.8,82,75,6.91
339,Ubinskoye,RU,2021-03-04 05:26:22,55.3068,79.6802,19.89,97,100,18.59
340,Lasa,IT,2021-03-04 05:26:23,46.6166,10.7002,36.0,80,0,5.75
341,Abu Dhabi,AE,2021-03-04 05:23:32,24.4667,54.3667,75.2,78,0,3.44
342,Ejido,VE,2021-03-04 05:26:23,8.5514,-71.2375,66.76,56,80,2.15
343,Fort Nelson,CA,2021-03-04 05:26:23,58.8053,-122.7002,8.6,72,75,8.05
344,Shenjiamen,CN,2021-03-04 05:26:23,29.9576,122.298,50.7,81,43,17.85
345,Sumbe,AO,2021-03-04 05:26:24,-11.2061,13.8437,76.71,84,99,4.94
346,Carbonia,IT,2021-03-04 05:26:24,39.1672,8.5222,52.0,100,40,4.61
347,Kangaatsiaq,GL,2021-03-04 05:26:24,68.3065,-53.4641,18.73,87,94,13.87
348,Clyde River,CA,2021-03-04 05:26:24,70.4692,-68.5914,-22.0,76,1,3.44
349,Ust-Maya,RU,2021-03-04 05:26:25,60.4167,134.5333,-16.76,84,100,7.87
350,Rapid City,US,2021-03-04 05:25:03,44.0805,-103.231,39.99,56,1,3.44
351,Argir,FO,2021-03-04 05:26:25,61.9959,-6.7715,26.6,86,85,8.66
352,Nortelandia,BR,2021-03-04 05:26:26,-14.4547,-56.8028,72.41,93,98,4.27
353,Sistranda,NO,2021-03-04 05:26:26,63.7256,8.834,33.8,86,20,19.57
354,Vardo,NO,2021-03-04 05:26:26,70.3705,31.1107,21.2,73,75,9.22
355,Geraldton,AU,2021-03-04 05:26:27,-28.7667,114.6,82.4,57,90,17.27
356,Cape Canaveral,US,2021-03-04 05:26:27,28.4058,-80.6048,61.0,88,90,11.5
357,Narsaq,GL,2021-03-04 05:26:27,60.9167,-46.05,48.2,34,75,44.87
358,Hami,CN,2021-03-04 05:23:20,42.8,93.45,46.58,49,95,12.17
359,Livingstonia,MW,2021-03-04 05:26:28,-10.606,34.1063,63.21,98,100,2.73
360,Coihaique,CL,2021-03-04 05:26:28,-45.5752,-72.0662,50.0,87,20,5.75
361,Sitka,US,2021-03-04 05:26:28,57.0531,-135.33,35.6,93,90,5.75
362,Janoshalma,HU,2021-03-04 05:26:29,46.2986,19.3258,37.99,65,36,4.99
363,Bontang,ID,2021-03-04 05:26:29,0.1333,117.5,83.53,69,96,11.36
364,Vao,NC,2021-03-04 05:26:29,-22.6667,167.4833,79.27,84,100,11.72
365,San Cristobal,VE,2021-03-04 05:26:30,7.7669,-72.225,64.92,65,66,1.48
366,Dedza,MW,2021-03-04 05:26:30,-14.3779,34.3332,59.97,100,100,3.04
367,Sayyan,YE,2021-03-04 05:26:30,15.1718,44.3244,57.97,35,0,5.08
368,Amahai,ID,2021-03-04 05:26:31,-3.3333,128.9167,88.0,56,94,3.87
369,Pochutla,MX,2021-03-04 05:26:31,15.7432,-96.4661,73.99,80,25,3.0
370,Ziro,IN,2021-03-04 05:26:31,27.6333,93.8333,77.0,57,75,2.3
371,Scarborough,GB,2021-03-04 05:26:31,54.2797,-0.4044,37.99,85,100,1.99
372,Mahmudabad,IN,2021-03-04 05:26:31,27.3,81.1167,78.8,41,0,3.44
373,Alappuzha,IN,2021-03-04 05:26:32,9.49,76.3264,83.1,56,1,2.28
374,Lorengau,PG,2021-03-04 05:26:32,-2.0226,147.2712,82.47,80,60,13.06
375,The Valley,AI,2021-03-04 05:26:06,18.217,-63.0578,77.0,78,20,10.36
376,Cap-Aux-Meules,CA,2021-03-04 05:26:33,47.3821,-61.8597,23.0,93,96,27.63
377,Segovia,ES,2021-03-04 05:26:33,41.1667,-4.0,39.99,91,0,6.15
378,Komsomolskiy,UZ,2021-03-04 05:26:33,40.4272,71.7189,44.6,76,78,6.91
379,Dzaoudzi,YT,2021-03-04 05:26:33,-12.7887,45.2699,84.2,74,20,11.5
380,Birjand,IR,2021-03-04 05:26:34,32.8663,59.2211,55.4,24,0,6.91
381,Nuuk,GL,2021-03-04 05:26:34,64.1835,-51.7216,41.0,52,75,21.85
382,Dzhebariki-Khaya,RU,2021-03-04 05:26:34,62.2167,135.8,-16.04,83,100,3.85
383,Opuwo,NA,2021-03-04 05:26:34,-18.0607,13.84,63.91,67,25,4.79
384,Aswan,EG,2021-03-04 05:26:35,24.0934,32.907,50.85,55,0,12.95
385,Havelock,US,2021-03-04 05:26:35,34.8791,-76.9013,44.01,93,1,4.29
386,Kiruna,SE,2021-03-04 05:26:35,67.8557,20.2251,15.8,73,0,9.22
387,Huangchuan,CN,2021-03-04 05:26:35,32.1272,115.0394,62.26,51,0,9.15
388,Husavik,IS,2021-03-04 05:26:36,66.0449,-17.3389,30.2,86,0,12.17
389,San Rafael,AR,2021-03-04 05:26:36,-34.6177,-68.3301,77.67,42,2,7.05
390,Kutum,SD,2021-03-04 05:26:36,14.2,24.6667,53.82,36,81,10.6
391,Manokwari,ID,2021-03-04 05:26:36,-0.8667,134.0833,83.19,73,77,7.2
392,Dudinka,RU,2021-03-04 05:26:37,69.4058,86.1778,-9.22,81,100,9.8
393,Sabha,LY,2021-03-04 05:26:37,27.0377,14.4283,52.25,49,0,19.86
394,Karpathos,GR,2021-03-04 05:26:37,35.507,27.2132,55.4,71,0,20.71
395,Asyut,EG,2021-03-04 05:26:37,27.181,31.1837,50.0,76,0,11.5
396,Adre,TD,2021-03-04 05:26:38,13.4667,22.2,64.13,24,100,19.57
397,Kopavogur,IS,2021-03-04 05:26:38,64.1123,-21.913,37.4,81,75,8.05
398,Ipixuna,BR,2021-03-04 05:26:39,-1.7625,-48.8043,75.2,94,0,4.61
399,Kathu,TH,2021-03-04 05:26:39,7.9178,98.3332,89.6,58,20,10.36
400,Hendek,TR,2021-03-04 05:26:39,40.7994,30.7481,33.8,100,75,2.44
401,Mattru,SL,2021-03-04 05:26:39,7.6244,-11.8332,76.03,96,12,2.39
402,Bugulma,RU,2021-03-04 05:26:40,54.55,52.8,13.12,97,98,15.26
403,Moindou,NC,2021-03-04 05:26:40,-21.6924,165.677,80.6,78,40,4.61
404,Alexandria,EG,2021-03-04 05:26:40,31.2156,29.9553,57.2,67,40,14.97
405,Portland,US,2021-03-04 05:26:41,45.5234,-122.6762,46.99,75,1,2.26
406,Marsh Harbour,BS,2021-03-04 05:26:41,26.5412,-77.0636,72.81,72,43,16.53
407,Dayong,CN,2021-03-04 05:26:41,25.0209,118.2898,62.6,77,90,6.71
408,Villa Carlos Paz,AR,2021-03-04 05:26:41,-31.4241,-64.4978,71.01,93,51,4.0
409,Alihe,CN,2021-03-04 05:26:42,50.5667,123.7167,26.22,84,100,8.25
410,Gushikawa,JP,2021-03-04 05:26:42,26.3544,127.8686,73.4,64,75,17.27
411,Vestmannaeyjar,IS,2021-03-04 05:26:43,63.4427,-20.2734,39.38,79,92,12.44
412,Kolondieba,ML,2021-03-04 05:26:43,11.0882,-6.8926,74.43,22,4,1.92
413,Kishtwar,IN,2021-03-04 05:26:44,33.3167,75.7667,58.39,33,41,0.76
414,Whyalla,AU,2021-03-04 05:26:44,-33.0333,137.5833,78.8,25,0,14.97
415,Imuris,MX,2021-03-04 05:26:44,30.7833,-110.8667,51.48,61,0,3.74
416,Rocha,UY,2021-03-04 05:26:45,-34.4833,-54.3333,68.45,94,84,6.11
417,Burgeo,CA,2021-03-04 05:26:45,47.6167,-57.6152,22.77,94,97,25.08
418,Johvi,EE,2021-03-04 05:26:46,59.3592,27.4211,27.5,96,0,10.69
419,Njombe,TZ,2021-03-04 05:26:46,-9.3333,34.7667,58.62,97,100,3.98
420,Sarangani,PH,2021-03-04 05:26:46,5.4033,125.4636,82.49,75,89,21.56
421,Rafai,CF,2021-03-04 05:26:46,4.95,23.9167,64.06,40,22,0.34
422,Methoni,GR,2021-03-04 05:26:47,36.8197,21.7049,51.01,75,0,1.32
423,Waitati,NZ,2021-03-04 05:26:47,-45.75,170.5667,57.0,82,100,18.01
424,North Platte,US,2021-03-04 05:26:47,41.1239,-100.7654,33.8,60,1,6.87
425,Galesong,ID,2021-03-04 05:26:48,-5.3166,119.3661,87.8,70,20,9.22
426,Acapulco,MX,2021-03-04 05:22:38,16.8634,-99.8901,74.97,71,0,4.76
427,Adelanto,US,2021-03-04 05:26:48,34.5828,-117.4092,42.01,83,53,8.99
428,Tahlequah,US,2021-03-04 05:24:18,35.9154,-94.97,46.0,87,1,4.83
429,Arenapolis,BR,2021-03-04 05:26:48,-14.4503,-56.8461,72.19,90,98,4.36
430,Basco,PH,2021-03-04 05:26:49,20.4487,121.9702,75.33,81,2,14.99
431,Ranong,TH,2021-03-04 05:26:49,9.9658,98.6348,91.4,55,40,10.36
432,Chipata,ZM,2021-03-04 05:26:49,-13.6333,32.65,65.01,97,99,3.76
433,Osakarovka,KZ,2021-03-04 05:26:49,50.565,72.5692,18.86,85,100,21.12
434,Matagami,CA,2021-03-04 05:26:50,49.7502,-77.6328,-9.4,84,1,12.66
435,Raton,US,2021-03-04 05:26:50,36.9034,-104.4391,39.2,12,1,4.61
436,Gunjur,GM,2021-03-04 05:26:50,13.2019,-16.7339,66.2,68,18,8.08
437,Gubin,PL,2021-03-04 05:26:51,51.9496,14.7284,42.01,85,20,5.01
438,Berlevag,NO,2021-03-04 05:26:51,70.8578,29.0864,28.4,69,40,25.32
439,Erenhot,CN,2021-03-04 05:26:51,43.6475,111.9767,38.7,66,52,7.76
440,Dunedin,NZ,2021-03-04 05:26:51,-45.8742,170.5036,57.0,74,100,1.01
441,Kizema,RU,2021-03-04 05:26:52,61.113,44.8302,17.67,97,100,5.35
442,Broome,US,2021-03-04 05:26:52,42.2506,-75.833,35.01,80,90,9.22
443,Parrita,CR,2021-03-04 05:26:52,9.5201,-84.3225,66.2,68,0,13.8
444,Verkhoyansk,RU,2021-03-04 05:24:00,67.5447,133.385,-22.95,81,100,2.01
445,Tari,NG,2021-03-04 05:26:53,12.4086,4.4914,74.66,19,2,12.8
446,Lavrentiya,RU,2021-03-04 05:26:53,65.5833,-171.0,-12.96,88,99,6.55
447,Nombre De Dios,MX,2021-03-04 05:26:53,23.85,-104.2333,55.53,39,3,3.09
448,Goderich,CA,2021-03-04 05:26:53,43.7501,-81.7165,32.0,86,99,16.11
449,Aipe,CO,2021-03-04 05:26:54,3.2222,-75.2367,74.48,69,59,1.12
450,Sal Rei,CV,2021-03-04 05:26:54,16.1833,-22.9167,68.0,83,75,18.41
451,Zeya,RU,2021-03-04 05:26:54,53.75,127.2667,4.24,80,100,7.67
452,Seddon,AU,2021-03-04 05:26:55,-37.8068,144.8916,71.01,56,90,16.11
453,Lesnoy,RU,2021-03-04 05:26:55,57.6198,63.0784,21.18,98,100,6.78
454,Port Hawkesbury,CA,2021-03-04 05:26:55,45.6169,-61.3485,26.6,50,1,24.16
455,Xuddur,SO,2021-03-04 05:26:56,4.1213,43.8894,72.95,73,52,22.48
456,Elk Point,US,2021-03-04 05:26:56,42.6833,-96.6836,45.0,82,0,1.01
457,Ilulissat,GL,2021-03-04 05:26:56,69.2167,-51.1,26.6,80,91,12.66
458,Dawson Creek,CA,2021-03-04 05:26:57,55.7666,-120.2362,33.8,55,1,6.91
459,Riyadh,SA,2021-03-04 05:26:57,24.6877,46.7219,66.2,30,0,8.05
460,Aklavik,CA,2021-03-04 05:26:57,68.2191,-135.0107,-20.2,76,97,1.14
461,Kyabram,AU,2021-03-04 05:26:58,-36.3167,145.05,81.0,33,6,1.01
462,Chumikan,RU,2021-03-04 05:26:58,54.7183,135.315,5.67,87,100,1.79
463,Coruripe,BR,2021-03-04 05:26:58,-10.1256,-36.1756,76.44,81,1,5.46
464,Kerkrade,NL,2021-03-04 05:26:59,50.8658,6.0625,46.0,93,75,10.36
465,Hambantota,LK,2021-03-04 05:26:59,6.1241,81.1185,86.0,66,40,6.91
466,Souillac,MU,2021-03-04 05:26:59,-20.5167,57.5167,82.4,83,40,3.44
467,Sladkovo,RU,2021-03-04 05:27:00,55.5284,70.3385,27.93,98,100,14.72
468,Ada,US,2021-03-04 05:27:00,43.4166,-116.1262,43.0,65,1,1.41
469,Umea,SE,2021-03-04 05:27:00,63.8284,20.2597,21.0,86,0,10.36
470,Chickasha,US,2021-03-04 05:26:24,35.0526,-97.9364,48.2,57,1,8.05
471,Westport,US,2021-03-04 05:25:06,41.1415,-73.3579,39.0,60,75,3.44
472,Griffith,US,2021-03-04 05:27:01,41.5284,-87.4237,35.01,100,1,7.38
473,Port-Gentil,GA,2021-03-04 05:27:01,-0.7193,8.7815,80.6,94,75,3.44
474,Omsukchan,RU,2021-03-04 05:27:02,62.5333,155.8,-31.7,89,100,9.17
475,Senanga,ZM,2021-03-04 05:27:02,-16.1167,23.2667,63.66,94,74,4.61
476,Antofagasta,CL,2021-03-04 05:25:48,-23.65,-70.4,64.4,88,20,3.44
477,Muscat,OM,2021-03-04 05:26:45,23.6139,58.5922,91.4,24,0,2.3
478,Port Hardy,CA,2021-03-04 05:27:02,50.6996,-127.4199,44.6,87,90,10.36
479,Jalu,LY,2021-03-04 05:27:03,29.0331,21.5482,44.92,77,0,4.27
480,Hirara,JP,2021-03-04 05:27:03,24.8,125.2833,75.2,69,40,12.66
481,Morgan City,US,2021-03-04 05:27:03,29.6994,-91.2068,51.8,87,1,4.61
482,Itarema,BR,2021-03-04 05:27:04,-2.9248,-39.9167,77.25,84,47,9.08
483,Basoko,CD,2021-03-04 05:27:04,1.2391,23.616,71.55,75,95,1.07
484,Muskegon,US,2021-03-04 05:27:04,43.3,-86.1334,30.99,93,1,5.75
485,Petropavlovsk-Kamchatskiy,RU,2021-03-04 05:24:32,53.0452,158.6483,17.6,53,75,15.66
486,Coquimbo,CL,2021-03-04 05:23:16,-29.9533,-71.3436,60.8,88,90,4.61
487,Zambezi,ZM,2021-03-04 05:27:05,-13.5432,23.1047,62.82,96,100,1.88
488,Samarai,PG,2021-03-04 05:27:06,-10.6167,150.6667,84.45,74,100,12.75
489,Yagodnoye,RU,2021-03-04 05:27:06,62.55,149.6667,-15.77,83,100,1.39
490,Pringsewu,ID,2021-03-04 05:27:06,-5.3582,104.9744,86.54,58,83,3.29
491,Seydi,TM,2021-03-04 05:27:07,39.4816,62.9137,52.3,47,62,6.64
492,Bismarck,US,2021-03-04 05:25:03,46.8083,-100.7837,42.01,80,1,8.05
493,Nurota,UZ,2021-03-04 05:27:07,40.5614,65.6886,55.4,47,45,4.61
494,Areia Branca,BR,2021-03-04 05:27:07,-4.9561,-37.1369,78.13,76,68,15.43
495,Zhigansk,RU,2021-03-04 05:27:08,66.7697,123.3711,-26.95,82,100,8.68
496,Milkovo,RU,2021-03-04 05:27:08,54.7167,158.6167,11.05,84,39,16.6
497,Cotonou,BJ,2021-03-04 05:23:45,6.3654,2.4183,84.2,84,40,12.66
498,Sidmouth,GB,2021-03-04 05:27:09,50.6909,-3.2397,45.0,95,97,8.99
499,Oussouye,SN,2021-03-04 05:27:09,12.485,-16.5469,69.8,88,0,5.28
500,Moa,CU,2021-03-04 05:26:06,20.6569,-74.9403,73.98,80,2,8.48
501,Sao Felix Do Xingu,BR,2021-03-04 05:27:10,-6.6447,-51.995,69.42,96,98,0.69
502,Tabou,CI,2021-03-04 05:27:10,4.423,-7.3528,78.3,90,13,7.65
503,Puerto Baquerizo Moreno,EC,2021-03-04 05:27:10,-0.9,-89.6,78.62,85,7,1.92
504,Roebourne,AU,2021-03-04 05:27:11,-20.7833,117.1333,88.77,46,13,8.34
505,Okahandja,NA,2021-03-04 05:27:11,-21.9833,16.9167,59.0,63,0,6.91
506,Fonte Boa,BR,2021-03-04 05:27:12,-2.4959,-66.2662,71.87,96,68,2.28
507,Yenagoa,NG,2021-03-04 05:27:12,4.9247,6.2642,77.38,92,100,2.3
508,Sehithwa,BW,2021-03-04 05:27:12,-20.4667,22.7167,68.0,63,26,3.33
509,Radom,PL,2021-03-04 05:25:21,51.4025,21.1471,39.99,73,81,12.66
510,Vilhena,BR,2021-03-04 05:27:12,-12.7406,-60.1458,66.92,100,100,4.07
511,Quelimane,MZ,2021-03-04 05:26:57,-17.8786,36.8883,77.0,94,75,6.91
512,Mandera,KE,2021-03-04 05:27:13,3.9366,41.867,80.94,55,55,12.21
513,Hangu,CN,2021-03-04 05:27:13,39.2489,117.7892,53.6,58,0,4.47
514,Isangel,VU,2021-03-04 05:27:14,-19.55,169.2667,80.44,82,92,19.48
515,Acarau,BR,2021-03-04 05:27:14,-2.8856,-40.12,78.01,84,64,10.45
516,Abnub,EG,2021-03-04 05:27:14,27.2696,31.1511,50.0,76,0,11.5
517,Ewa Beach,US,2021-03-04 05:24:48,21.3156,-158.0072,73.4,60,75,8.05
518,Wajir,KE,2021-03-04 05:27:15,1.7471,40.0573,77.0,69,1,13.42
519,Ugoofaaru,MV,2021-03-04 05:27:16,5.6667,73.0,81.88,65,1,14.92
520,Storforshei,NO,2021-03-04 05:27:16,66.4043,14.5233,23.0,93,20,3.44
521,Hvolsvollur,IS,2021-03-04 05:27:17,63.7533,-20.2243,33.01,97,74,1.01
522,Omboue,GA,2021-03-04 05:27:17,-1.5746,9.2618,79.74,89,98,6.29
523,Mago,RU,2021-03-04 05:27:17,53.2514,140.1822,11.41,94,100,2.95
524,Tarko-Sale,RU,2021-03-04 05:27:17,64.9225,77.785,12.83,95,100,17.16
525,Ichhawar,IN,2021-03-04 05:27:17,23.0167,77.0167,87.8,22,0,5.75
526,Santa Maria Del Oro,MX,2021-03-04 05:27:18,25.9333,-105.3667,59.38,33,100,3.94
527,Kachiry,KZ,2021-03-04 05:27:18,53.0675,76.1036,26.62,84,100,18.12
528,Bintulu,MY,2021-03-04 05:27:18,3.1667,113.0333,91.4,55,40,3.44
529,Berezivka,UA,2021-03-04 05:27:18,47.2043,30.9078,35.22,76,0,8.84
530,Lamu,KE,2021-03-04 05:24:02,-2.2717,40.902,80.2,75,10,14.05
531,Ekhabi,RU,2021-03-04 05:27:19,53.5102,142.9671,7.88,92,91,9.1
532,Korla,CN,2021-03-04 05:27:19,41.7597,86.1469,46.47,51,100,8.79
533,Port Blair,IN,2021-03-04 05:26:23,11.6667,92.75,86.0,74,40,9.22
534,High Rock,BS,2021-03-04 05:27:20,26.6208,-78.2833,71.6,73,40,11.5
535,Zulueta,ES,2021-03-04 05:27:20,42.7451,-1.5793,42.01,100,20,1.14
536,Panzhihua,CN,2021-03-04 05:27:20,26.5851,101.7128,76.06,26,0,2.53
537,Immokalee,US,2021-03-04 05:27:20,26.4187,-81.4173,62.01,88,75,6.91
538,Santa Marta,CO,2021-03-04 05:25:17,11.2408,-74.199,81.0,66,10,5.99
539,Maniitsoq,GL,2021-03-04 05:27:21,65.4167,-52.9,31.87,87,81,3.89
540,Jiexiu,CN,2021-03-04 05:27:21,37.0244,111.9125,57.07,37,23,5.37
541,Umm Lajj,SA,2021-03-04 05:27:22,25.0213,37.2685,67.12,59,0,12.01
542,Rock Sound,BS,2021-03-04 05:27:22,24.9,-76.2,76.3,82,0,17.43
543,Kirakira,SB,2021-03-04 05:27:23,-10.4544,161.9205,80.22,84,99,11.99
544,Yichang,CN,2021-03-04 05:27:23,30.7144,111.2847,66.27,41,0,6.02
545,Buta,CD,2021-03-04 05:27:23,2.7858,24.73,73.56,45,98,1.05
546,Khandbari,NP,2021-03-04 05:27:23,27.3747,87.2039,73.85,19,0,3.67
547,Russell,US,2021-03-04 05:27:24,32.3502,-85.1999,51.8,87,1,5.32
548,Changying,CN,2021-03-04 05:27:24,52.8733,123.3213,-2.04,90,100,8.59
549,Clarence Town,AU,2021-03-04 05:27:25,-32.5833,151.7833,81.0,53,20,12.66
550,Ayolas,PY,2021-03-04 05:27:25,-27.4,-56.9,74.95,84,100,4.74
551,Yichun,CN,2021-03-04 05:27:25,47.7,128.9,32.02,84,100,7.87
552,Buzdyak,RU,2021-03-04 05:27:26,54.5833,54.55,13.95,95,42,12.97
553,Fukue,JP,2021-03-04 05:27:26,32.6881,128.8419,59.0,67,75,12.66
554,Ilhabela,BR,2021-03-04 05:26:41,-23.7781,-45.3581,76.89,71,100,3.04
555,Palmer,US,2021-03-04 05:27:27,42.1584,-72.3287,39.2,60,90,8.05
556,Wolfeboro,US,2021-03-04 05:27:27,43.584,-71.2073,30.2,74,90,5.7
557,Kyaiklat,MM,2021-03-04 05:27:27,16.4333,95.7333,95.0,29,0,4.61
558,Kachug,RU,2021-03-04 05:27:28,53.9606,105.8817,-5.58,83,55,1.63
559,Antri,IN,2021-03-04 05:27:28,26.0567,78.2144,85.33,13,0,4.52
560,Nouadhibou,MR,2021-03-04 05:27:28,20.931,-17.0347,62.6,82,0,20.71
561,Eyl,SO,2021-03-04 05:27:29,7.9803,49.8164,78.4,69,25,16.84
562,Kijang,KR,2021-03-04 05:27:29,35.2442,129.2139,53.6,58,75,5.75
563,Custoias,PT,2021-03-04 05:27:29,41.1053,-7.321,48.0,91,91,1.97
564,Punuare,HN,2021-03-04 05:27:30,14.7333,-85.9667,69.8,78,75,1.74
565,Manbij,SY,2021-03-04 05:27:30,36.5281,37.9549,46.4,76,75,3.44
566,Whitefish,US,2021-03-04 05:23:04,48.4111,-114.3376,33.01,80,1,1.34
567,Solnechnyy,RU,2021-03-04 05:27:30,50.7214,136.6319,29.17,93,73,3.22
568,Pangody,RU,2021-03-04 05:27:31,65.85,74.4859,10.35,92,97,12.06
569,Micheweni,TZ,2021-03-04 05:27:31,-4.9667,39.8333,81.37,74,83,16.51
570,Xinzhi,CN,2021-03-04 05:27:31,36.4989,111.7047,60.75,33,12,2.46
571,Puerto Leguizamo,CO,2021-03-04 05:27:32,-0.1934,-74.7819,70.21,94,68,1.86
572,Puranpur,IN,2021-03-04 05:27:32,28.5167,80.15,83.16,15,0,3.31
573,Grindavik,IS,2021-03-04 05:27:33,63.8424,-22.4338,37.4,100,75,16.11
574,Kukushtan,RU,2021-03-04 05:27:33,57.6464,56.4952,23.0,86,90,8.95
