City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
349,Hay River,CA,60.8156,-115.7999,14.0,62,17,9.22,few clouds
350,Olafsvik,IS,64.8945,-23.7142,39.99,88,100,24.96,light rain
351,Bobrovka,RU,54.047,61.7455,4.68,91,54,10.83,broken clouds
352,Lensk,RU,60.7253,114.9278,23.99,93,100,12.82,light snow
353,Butembo,CD,0.15,29.2833,58.1,96,84,1.59,broken clouds
354,Alyangula,AU,-13.8483,136.4192,80.6,78,40,5.75,scattered clouds
355,Koszalin,PL,54.1944,16.1722,32.0,80,2,9.22,clear sky
356,Bonito,BR,-21.1211,-56.4819,68.97,90,0,1.41,clear sky
357,Poya,NC,-21.35,165.15,77.95,73,45,10.74,scattered clouds
358,Ferkessedougou,CI,9.6,-5.2,77.13,73,73,6.85,broken clouds
359,Port Macquarie,AU,-31.4333,152.9167,84.99,62,99,1.01,overcast clouds
360,Menongue,AO,-14.6585,17.691,58.37,81,25,2.42,scattered clouds
361,Cahir,IE,52.3769,-7.9217,37.99,95,26,2.24,scattered clouds
362,Ambulu,ID,-8.345,113.6058,85.86,66,38,5.99,scattered clouds
363,Douglas,US,41.3,-96.167,55.0,54,1,10.36,clear sky
364,Pacific Grove,US,36.6177,-121.9166,51.8,76,1,4.61,clear sky
365,Timizart,DZ,36.8,4.2667,52.72,84,77,2.82,broken clouds
366,Gaozhou,CN,21.9392,110.8461,77.04,61,92,8.14,overcast clouds
367,Dong Xoai,VN,11.5333,106.9167,95.68,33,0,5.01,clear sky
368,Longyearbyen,SJ,78.2186,15.6401,6.8,61,20,13.8,few clouds
369,Jiaocheng,CN,24.6774,116.1389,79.02,49,36,1.34,scattered clouds
370,Acari,PE,-15.4311,-74.6158,74.3,72,89,2.93,overcast clouds
371,Maceio,BR,-9.6658,-35.7353,73.4,94,0,4.61,clear sky
372,Oktyabrskiy,RU,54.4815,53.471,23.31,96,100,21.23,light snow
373,Isangel,VU,-19.55,169.2667,80.24,64,3,11.79,clear sky
374,Coihaique,CL,-45.5752,-72.0662,37.11,81,3,6.24,clear sky
375,Katsuura,JP,35.1333,140.3,48.2,87,75,5.75,broken clouds
376,Nizwa,OM,22.9333,57.5333,80.08,17,0,2.89,clear sky
377,Miri,MY,4.4148,114.0089,82.4,83,40,4.61,scattered clouds
378,Camopi,GF,3.1655,-52.3158,70.68,98,93,2.37,overcast clouds
379,Ziro,IN,27.6333,93.8333,73.4,64,75,1.16,haze
380,Moroni,KM,-11.7022,43.2551,81.77,73,96,11.01,overcast clouds
381,Matara,LK,5.9485,80.5353,87.58,58,82,9.93,broken clouds
382,Prykolotne,UA,50.1604,37.3474,29.43,96,99,18.21,overcast clouds
383,Tilichiki,RU,60.4667,166.1,-16.08,84,38,11.61,scattered clouds
384,Maryville,US,35.7565,-83.9705,39.2,48,1,3.44,clear sky
385,Mulchen,CL,-37.7167,-72.2333,59.09,74,14,7.52,few clouds
386,Mar Del Plata,AR,-38.0023,-57.5575,70.0,88,90,6.91,light rain
387,Kondagaon,IN,19.6,81.6667,92.26,14,0,5.06,clear sky
388,Atar,MR,20.5169,-13.0499,59.61,45,0,11.54,clear sky
389,Kahului,US,20.8947,-156.47,75.2,69,40,20.71,scattered clouds
390,Contamana,PE,-7.3333,-75.0167,72.36,97,99,2.91,overcast clouds
391,Hasaki,JP,35.7333,140.8333,46.4,100,75,13.8,light rain
392,Portland,US,45.5234,-122.6762,42.01,89,71,1.92,broken clouds
393,Chuy,UY,-33.6971,-53.4616,65.23,92,0,5.06,clear sky
394,Hirara,JP,24.8,125.2833,73.4,88,75,10.36,broken clouds
395,Sterling,US,39.0062,-77.4286,30.99,64,1,3.44,clear sky
396,Agnibilekrou,CI,7.1344,-3.2047,72.27,95,58,4.12,broken clouds
397,Eureka,US,40.8021,-124.1637,44.01,86,100,4.94,overcast clouds
398,Esmeraldas,BR,-19.7625,-44.3139,69.8,88,0,3.44,light rain
399,Maarianhamina,AX,60.0973,19.9348,26.6,68,20,10.36,few clouds
400,Conceicao Do Araguaia,BR,-8.2578,-49.2647,73.09,95,98,2.55,overcast clouds
401,Shiraz,IR,29.6036,52.5388,53.6,26,0,1.03,clear sky
402,Ewa Beach,US,21.3156,-158.0072,78.8,53,20,10.36,few clouds
403,Vila Franca Do Campo,PT,37.7167,-25.4333,60.8,88,75,3.44,broken clouds
404,La Libertad,EC,-2.2333,-80.9,78.58,74,97,2.17,overcast clouds
405,Shatura,RU,55.5725,39.5368,18.25,96,85,7.52,overcast clouds
406,La Palma,US,33.8464,-118.0467,57.99,67,90,8.57,overcast clouds
407,Dawei,MM,14.0833,98.2,93.78,31,0,7.36,clear sky
408,Grand Gaube,MU,-20.0064,57.6608,82.99,76,74,1.99,broken clouds
409,Santiago De Cao,PE,-7.9589,-79.2392,72.63,83,100,10.51,overcast clouds
410,Laje,BR,-10.1833,-40.9667,71.85,53,74,3.58,broken clouds
411,Sirawai,PH,7.5854,122.1407,86.11,63,100,2.82,light rain
412,Plettenberg Bay,ZA,-34.0527,23.3716,62.65,85,93,5.73,overcast clouds
413,Luwuk,ID,-0.9516,122.7875,84.83,60,100,3.65,overcast clouds
414,Muros,ES,42.7762,-9.0603,46.0,71,3,7.0,clear sky
415,Hoganas,SE,56.1997,12.558,30.0,50,1,9.33,clear sky
416,Fort Nelson,CA,58.8053,-122.7002,21.2,73,75,0.92,broken clouds
417,Srikakulam,IN,18.3,83.9,86.45,50,0,8.21,clear sky
418,Port-Gentil,GA,-0.7193,8.7815,80.4,83,82,10.29,broken clouds
419,Erenhot,CN,43.6475,111.9767,44.76,52,0,5.14,clear sky
420,Carai,BR,-17.1889,-41.6947,66.54,96,96,1.14,light rain
421,Arman,RU,59.7,150.1667,1.13,81,0,3.6,clear sky
422,Gizo,SB,-8.103,156.8419,83.62,70,100,3.02,light rain
423,Vila Velha,BR,-20.3297,-40.2925,71.6,100,40,3.44,scattered clouds
424,Arlit,NE,18.7369,7.3853,74.84,18,8,8.05,clear sky
425,Zhezkazgan,KZ,47.8043,67.7144,23.49,95,84,17.2,broken clouds
426,Boa Vista,BR,2.8197,-60.6733,77.0,83,0,5.75,clear sky
427,Cayenne,GF,4.9333,-52.3333,78.8,89,75,8.05,broken clouds
428,Zuwarah,LY,32.9312,12.082,60.94,68,64,19.39,broken clouds
429,Wah,PK,33.798,72.6957,67.15,44,19,7.07,few clouds
430,Lucapa,AO,-8.4192,20.7447,64.69,99,100,4.16,light rain
431,Kimbe,PG,-5.5502,150.1429,84.6,70,86,3.49,moderate rain
432,Tutoia,BR,-2.7619,-42.2744,78.96,83,97,8.19,overcast clouds
433,San Felipe,VE,10.3399,-68.7425,72.61,90,97,5.48,overcast clouds
434,Dolinsk,RU,47.35,142.8,28.4,40,20,11.18,few clouds
435,Taraz,KZ,42.9,71.3667,46.4,71,90,17.9,overcast clouds
436,Ugoofaaru,MV,5.6667,73.0,83.32,67,26,9.19,scattered clouds
437,Guerrero Negro,MX,27.9769,-114.0611,57.29,83,95,11.23,overcast clouds
438,Togur,RU,58.3631,82.8265,26.62,97,100,19.57,light snow
439,Ancud,CL,-41.8697,-73.8203,55.0,87,40,2.3,scattered clouds
440,Khandbari,NP,27.3747,87.2039,75.38,24,0,5.23,clear sky
441,Chumikan,RU,54.7183,135.315,15.26,89,100,28.7,overcast clouds
442,Thunder Bay,CA,48.4001,-89.3168,30.0,93,40,5.32,scattered clouds
443,Tocopilla,CL,-22.092,-70.1979,69.66,69,11,4.97,few clouds
444,Codrington,AU,-38.2667,141.9667,59.47,85,100,11.99,light rain
445,Hastings,GB,50.8552,0.5729,32.0,62,7,3.58,clear sky
446,Viransehir,TR,37.2353,39.7631,44.67,76,0,3.49,clear sky
447,Matveyevka,RU,52.15,56.1833,17.6,79,90,22.37,snow
448,Gravdal,NO,68.1214,13.5031,33.19,92,100,10.89,light snow
449,Muisne,EC,0.6,-80.0333,75.07,92,100,4.56,moderate rain
450,Abu Dhabi,AE,24.4667,54.3667,68.0,77,20,2.3,few clouds
451,Khash,IR,28.2211,61.2158,62.04,26,0,4.99,clear sky
452,Galich,RU,58.3797,42.3475,4.86,92,55,3.94,broken clouds
453,Matranovak,HU,48.0381,19.9826,30.92,92,52,3.44,broken clouds
454,Belmopan,BZ,17.25,-88.7667,72.0,71,6,0.78,clear sky
455,Lipari,IT,38.4674,14.954,54.0,71,81,1.01,broken clouds
456,Fairbanks,US,64.8378,-147.7164,15.8,86,90,4.61,overcast clouds
457,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,15.8,32,19,15.66,few clouds
458,Bayangol,RU,50.6977,103.4656,32.09,87,6,0.54,clear sky
459,Nelson Bay,AU,-32.7167,152.15,75.99,88,90,17.27,moderate rain
460,Mikhaylovskoye,RU,51.8239,79.7172,26.13,92,100,15.32,overcast clouds
461,Sao Filipe,CV,14.8961,-24.4956,69.01,76,0,16.02,clear sky
462,Turukhansk,RU,65.8167,87.9833,-4.86,91,100,8.75,overcast clouds
463,Zaysan,KZ,47.4667,84.8667,28.15,96,100,2.73,overcast clouds
464,Holme,DK,56.1138,10.1725,28.0,93,80,1.14,broken clouds
465,Sovetskaya Gavan,RU,48.9723,140.2878,27.05,87,0,5.35,clear sky
466,Rehoboth,NA,-23.3167,17.0833,62.47,36,2,2.66,clear sky
467,Rio Gallegos,AR,-51.6226,-69.2181,41.0,65,0,9.22,clear sky
468,Nouadhibou,MR,20.931,-17.0347,61.05,79,0,26.26,clear sky
469,Qingyuan,CN,23.7,113.0333,69.8,64,90,4.47,overcast clouds
470,Chulman,RU,56.8479,124.9104,11.53,93,100,6.71,overcast clouds
471,Alice Town,BS,25.7167,-79.3,67.06,70,9,28.07,clear sky
472,Matagami,CA,49.7502,-77.6328,-7.6,84,1,3.44,clear sky
473,Alta Floresta,BR,-9.8756,-56.0861,71.24,98,100,3.06,overcast clouds
474,Hervey Bay,AU,-25.2986,152.8535,84.99,48,30,11.5,scattered clouds
475,Antofagasta,CL,-23.65,-70.4,64.4,88,0,9.22,clear sky
476,Iranshahr,IR,27.2025,60.6848,66.2,27,0,3.09,clear sky
477,Malnate,IT,45.7908,8.8819,37.0,80,0,3.0,clear sky
478,Qaqortoq,GL,60.7167,-46.0333,30.2,80,90,11.5,light snow
479,Praxedis Guerrero,MX,31.3667,-106.0167,60.8,25,75,3.29,broken clouds
480,Sabha,LY,27.0377,14.4283,68.38,22,46,16.73,scattered clouds
481,Ambon,ID,-3.6954,128.1814,86.0,66,40,8.05,scattered clouds
482,Aksarayskiy,RU,46.7924,48.0119,28.4,69,0,8.95,clear sky
483,Bonfim,BR,3.0833,-59.95,78.04,75,74,10.6,broken clouds
484,Vestmannaeyjar,IS,63.4427,-20.2734,44.71,91,100,32.28,overcast clouds
485,Darhan,MN,49.4867,105.9228,29.37,88,0,2.24,clear sky
486,Tomatlan,MX,19.9333,-105.25,66.78,90,0,2.71,clear sky
487,Moctezuma,MX,29.8,-109.6667,66.06,26,67,1.99,broken clouds
488,Port Hawkesbury,CA,45.6169,-61.3485,19.99,92,1,4.61,clear sky
489,Luau,AO,-10.7073,22.2247,63.36,100,100,3.47,overcast clouds
490,Caravelas,BR,-17.7125,-39.2481,76.55,89,100,6.49,light rain
491,Leh,IN,34.1667,77.5833,25.45,86,96,5.23,overcast clouds
492,Erdenet,MN,49.0333,104.0833,35.76,64,13,5.17,few clouds
493,Jaque,PA,7.5175,-78.1703,78.66,80,73,9.04,broken clouds
494,Asau,RO,46.4333,26.4,30.99,74,0,3.44,clear sky
495,Colares,PT,38.7992,-9.4469,52.0,70,40,18.99,scattered clouds
496,Richards Bay,ZA,-28.783,32.0377,72.84,82,7,10.38,clear sky
497,Taoudenni,ML,22.6783,-3.9836,63.37,28,0,7.18,clear sky
498,Port Lincoln,AU,-34.7333,135.8667,66.63,64,27,16.22,scattered clouds
499,Anzio,IT,41.4853,12.6179,52.0,92,100,5.01,light rain
500,Garissa,KE,-0.4536,39.6401,77.0,72,49,6.85,scattered clouds
501,Kousseri,CM,12.0769,15.0306,69.8,9,53,6.91,broken clouds
502,Burdur,TR,37.7203,30.2908,26.6,86,75,3.44,broken clouds
503,De Aar,ZA,-30.6497,24.0123,63.03,29,2,7.25,clear sky
504,Lagunas,PE,-5.2269,-75.6753,71.53,98,100,2.39,overcast clouds
505,Sunyani,GH,7.3399,-2.3268,73.56,92,73,5.93,broken clouds
506,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,74.86,97,100,0.2,moderate rain
507,Buesaco,CO,1.3902,-77.1598,57.04,80,98,3.09,overcast clouds
508,Khandyga,RU,62.6667,135.6,-5.46,86,95,3.69,overcast clouds
509,Le Port,RE,-20.9373,55.2919,86.0,70,90,4.61,overcast clouds
510,Pinega,RU,64.7001,43.3936,-17.43,87,90,8.3,overcast clouds
511,Riyadh,SA,24.6877,46.7219,62.6,20,0,4.61,clear sky
512,Hinton,CA,53.4001,-117.5857,33.8,64,100,5.75,overcast clouds
513,Touros,BR,-5.1989,-35.4608,75.2,94,75,4.61,broken clouds
514,Kununurra,AU,-15.7667,128.7333,98.6,47,60,6.91,broken clouds
515,Taltal,CL,-25.4,-70.4833,65.39,79,19,3.65,few clouds
516,Cullera,ES,39.1667,-0.25,50.0,93,100,5.01,overcast clouds
517,Srednekolymsk,RU,67.45,153.6833,-9.26,87,100,10.94,overcast clouds
518,Avera,US,33.194,-82.5271,35.6,75,1,2.86,clear sky
519,Sumbe,AO,-11.2061,13.8437,77.04,81,100,6.38,overcast clouds
520,Machali,CL,-34.1833,-70.6667,67.23,41,0,2.19,clear sky
521,Arriaga,MX,16.2333,-93.9,73.27,60,10,21.92,clear sky
522,Ginir,ET,7.1333,40.7,64.62,27,12,4.61,few clouds
523,Goderich,CA,43.7501,-81.7165,17.6,79,35,4.61,scattered clouds
524,Vagur,FO,61.4732,-6.8119,43.39,88,0,9.26,clear sky
525,Kampong Thum,KH,12.7111,104.8887,96.51,32,1,4.97,clear sky
526,Nakusp,CA,50.2499,-117.8023,33.8,100,82,2.3,broken clouds
527,Sisimiut,GL,66.9395,-53.6735,11.95,92,100,11.68,overcast clouds
528,Komsomolskiy,UZ,40.4272,71.7189,50.0,62,80,2.3,broken clouds
529,Tautira,PF,-17.7333,-149.15,82.4,78,75,11.5,broken clouds
530,Flinders,AU,-34.5833,150.8552,78.01,78,100,8.01,light rain
531,Quelimane,MZ,-17.8786,36.8883,73.4,100,20,6.91,fog
532,Clearlake,US,38.9582,-122.6264,45.0,81,78,2.98,broken clouds
533,Pattani,TH,6.75,100.4167,87.8,58,40,11.5,light rain
534,Sawakin,SD,19.1059,37.3321,74.55,82,55,9.01,broken clouds
535,Khetia,IN,21.6667,74.5833,89.22,19,0,1.66,clear sky
536,Banda Aceh,ID,5.5577,95.3222,86.11,60,60,1.48,broken clouds
537,Santa Marta,CO,11.2408,-74.199,81.0,78,44,20.0,scattered clouds
538,Sola,VU,-13.8833,167.55,81.79,78,100,9.15,overcast clouds
539,General Roca,AR,-39.0333,-67.5833,69.8,49,0,9.22,clear sky
540,Contai,IN,21.7786,87.7536,86.58,48,0,13.29,clear sky
541,Nacala,MZ,-14.5428,40.6728,68.0,100,75,2.3,broken clouds
542,Wuda,CN,39.4994,106.7117,53.94,39,0,1.95,clear sky
543,Galle,LK,6.0367,80.217,86.97,57,0,3.67,clear sky
544,Williston,US,48.147,-103.618,41.0,68,1,3.44,clear sky
545,Bama,NG,11.5221,13.6856,65.5,28,0,4.9,clear sky
546,Mehamn,NO,71.0357,27.8492,19.4,73,20,9.22,few clouds
547,San Policarpo,PH,12.1791,125.5072,81.95,78,66,12.91,broken clouds
548,Timmins,CA,48.4669,-81.3331,12.2,40,75,8.05,broken clouds
549,Alamos,MX,27.0167,-108.9333,66.0,53,39,3.53,scattered clouds
550,Vanimo,PG,-2.6741,141.3028,83.23,74,54,4.9,moderate rain
551,Pinillos,CO,8.9193,-74.4677,76.66,90,87,2.33,overcast clouds
552,Salalah,OM,17.0151,54.0924,75.2,60,0,3.44,clear sky
553,Tortoli,IT,39.9256,9.6572,55.4,94,75,9.22,broken clouds
554,Santa Cruz,BO,-17.8,-63.1667,75.2,88,0,3.44,clear sky
555,Altamira,BR,-3.2033,-52.2064,72.09,98,96,4.12,overcast clouds
556,Sao Raimundo Nonato,BR,-9.0153,-42.6994,71.53,87,77,0.54,broken clouds
557,Dubrovnik,HR,42.6481,18.0922,41.0,65,40,3.44,scattered clouds
558,Gornyak,RU,50.9942,81.4661,27.39,92,52,20.24,broken clouds
559,Chunskiy,RU,56.0815,99.6342,20.66,93,59,4.97,broken clouds
560,Fountain,US,38.6822,-104.7008,51.8,23,1,9.22,clear sky
561,Necochea,AR,-38.5473,-58.7368,68.0,93,100,1.99,overcast clouds
562,Moron,AR,-34.6534,-58.6198,75.99,78,37,3.91,scattered clouds
563,Aquiraz,BR,-3.9014,-38.3911,81.0,89,40,4.61,scattered clouds
564,Moussoro,TD,13.6408,16.4901,69.21,17,11,11.3,few clouds
565,Moree,AU,-29.4667,149.85,75.2,88,40,12.66,scattered clouds
566,Aksu,CN,41.1231,80.2644,52.47,41,21,1.21,few clouds
567,Magway,MM,20.15,94.9167,92.28,17,0,7.34,clear sky
568,Fougamou,GA,-1.2154,10.5838,73.18,94,90,2.89,overcast clouds
569,La Ronge,CA,55.1001,-105.2842,39.2,41,100,4.61,overcast clouds
570,Araouane,ML,18.9048,-3.5265,71.51,21,21,11.36,few clouds
571,Simbahan,PH,6.3032,120.5836,82.27,72,63,5.19,broken clouds
572,Grenada,ES,37.1882,-3.6067,45.0,93,75,0.89,broken clouds
573,Caramay,PH,10.1815,119.236,82.44,77,99,9.78,overcast clouds
574,Davila,PH,18.4726,120.5763,86.0,58,20,10.36,few clouds
575,Freeport,US,40.6576,-73.5832,32.0,43,1,8.05,clear sky
576,Suleja,NG,9.1758,7.1808,75.2,46,0,10.36,clear sky
577,Chiang Khong,TH,20.2613,100.4046,73.4,64,20,3.44,mist
578,Yenagoa,NG,4.9247,6.2642,77.61,92,15,2.77,few clouds
579,Punta Alta,AR,-38.8759,-62.0736,74.59,40,58,18.45,broken clouds
580,Muzhi,RU,65.3667,64.6667,-16.82,88,99,7.78,overcast clouds
581,Narsaq,GL,60.9167,-46.05,30.2,80,90,11.5,light snow
582,Oum Hadjer,TD,13.2954,19.6966,67.6,18,0,8.72,clear sky
583,Charsadda,PK,34.1435,71.7317,66.2,63,0,4.61,haze
584,Haukipudas,FI,65.1765,25.3523,1.4,78,0,1.14,clear sky
585,Kandalaksha,RU,67.162,32.4123,-3.32,89,92,1.36,overcast clouds
586,Vao,NC,-22.6667,167.4833,74.95,75,24,17.38,few clouds
587,Pastavy,BY,55.1168,26.8326,24.21,95,100,12.71,overcast clouds
588,Camacha,PT,33.0833,-16.3333,59.0,88,40,11.5,scattered clouds
589,West Bay,KY,19.3667,-81.4167,79.0,70,1,7.0,clear sky
590,Bystryy Istok,RU,52.371,84.3873,31.68,94,95,2.01,overcast clouds
591,Constitucion,CL,-35.3333,-72.4167,62.53,76,0,10.89,clear sky
592,Islamkot,PK,24.6997,70.177,88.12,23,0,20.4,clear sky
593,Mahibadhoo,MV,3.7833,72.9667,82.99,71,77,9.26,broken clouds
594,Chuka,KE,-0.3332,37.6459,65.3,60,65,1.77,broken clouds
595,Zhanaozen,KZ,43.3,52.8,29.17,86,23,10.4,few clouds
596,Los Llanos De Aridane,ES,28.6585,-17.9182,64.4,72,0,10.36,clear sky
597,Whitehorse,CA,60.7161,-135.0538,17.6,53,90,5.75,overcast clouds
598,Jiangkou,CN,25.4872,119.1986,60.8,67,75,17.9,broken clouds
599,Natal,BR,-5.795,-35.2094,77.0,94,20,4.61,few clouds
600,Severnyy,RU,50.677,36.5532,32.0,86,75,13.42,light snow
601,Primo Tapia,MX,32.22,-116.9172,55.4,76,75,10.36,broken clouds
602,Tulagi,SB,-9.0996,160.1476,82.94,73,100,6.53,overcast clouds
603,Hailar,CN,49.2,119.7,24.06,94,78,11.83,broken clouds
604,Loandjili,CG,-4.7561,11.8578,75.2,100,20,2.37,few clouds
605,Honiara,SB,-9.4333,159.95,82.76,77,100,3.69,overcast clouds
606,Hami,CN,42.8,93.45,53.17,37,100,7.45,overcast clouds
607,Staraya Poltavka,RU,50.4772,46.4814,27.03,95,71,18.54,broken clouds
608,Lata,PT,40.1629,-8.3327,51.01,85,53,0.51,broken clouds
609,Gimli,CA,50.6336,-96.9907,37.4,75,22,6.91,few clouds
610,Mezen,RU,65.8522,44.24,-23.53,85,44,6.85,scattered clouds
611,Venice,US,27.0998,-82.4543,54.0,62,1,10.36,clear sky
612,Susanville,US,40.4163,-120.653,42.8,61,1,8.05,clear sky
613,Tadine,NC,-21.55,167.8833,77.4,75,55,10.98,broken clouds
614,Kyaukse,MM,21.6,96.1333,80.6,41,8,3.44,clear sky
615,San Michele Al Tagliamento,IT,45.7644,12.9949,33.01,86,0,5.75,clear sky
616,Westport,US,41.1415,-73.3579,30.2,40,1,12.66,clear sky
617,Bosaso,SO,11.2842,49.1816,73.4,88,0,5.75,clear sky
618,Karatau,KZ,43.1667,70.4667,45.25,73,100,10.27,light rain
619,Bhachau,IN,23.2833,70.35,88.03,27,0,12.55,clear sky
620,Algiers,DZ,36.7525,3.042,53.6,100,75,3.44,broken clouds
621,Baft,IR,29.234,56.6057,50.68,40,0,3.47,clear sky
622,Boditi,ET,6.9667,37.8667,62.4,36,25,8.3,scattered clouds
623,Bourail,NC,-21.5667,165.4833,77.18,71,55,12.17,broken clouds
624,Margate,GB,51.3813,1.3862,36.0,68,5,3.62,clear sky
625,Chissamba,AO,-12.1667,17.3333,58.96,92,12,2.46,few clouds
626,Roatan,HN,16.3244,-86.5366,78.01,88,75,9.22,broken clouds
627,Karoi,ZW,-16.8099,29.6925,62.94,95,84,3.76,broken clouds
628,Newport,GB,51.5877,-2.9984,35.01,89,0,2.13,clear sky
629,Pasighat,IN,28.0667,95.3333,85.03,24,25,3.65,scattered clouds
630,Capaci,IT,38.1711,13.2393,52.0,82,0,4.61,clear sky
631,Chato,TZ,-2.6378,31.7669,65.3,93,100,6.11,light rain
632,Hit,IQ,33.6416,42.8251,60.4,33,1,10.83,clear sky
633,Kamaishi,JP,39.2667,141.8833,42.8,52,75,8.05,broken clouds
634,Trenggalek,ID,-8.05,111.7167,84.83,71,53,2.44,broken clouds
635,Wellington,NZ,-41.2866,174.7756,62.6,59,64,12.66,broken clouds
636,Idenao,CM,4.2475,9.0047,78.58,82,90,4.09,overcast clouds
637,Marshall,US,34.3834,-86.3333,42.8,56,1,4.61,clear sky
638,Mortka,RU,59.3322,66.0214,3.47,94,92,3.58,overcast clouds
639,Gondanglegi,ID,-7.7479,112.0132,85.68,73,28,10.56,scattered clouds
640,Faro,PT,37.0194,-7.9322,50.0,87,0,5.75,clear sky
641,Harper,LR,4.375,-7.7169,78.04,88,0,8.01,clear sky
642,Kasongo-Lunda,CD,-6.4667,16.8167,70.48,93,100,1.34,overcast clouds
643,Daltenganj,IN,24.0333,84.0667,95.36,10,0,4.07,clear sky
644,Cabo San Lucas,MX,22.8909,-109.9124,64.99,66,2,5.21,clear sky
645,Bonavista,CA,48.6499,-53.1147,24.01,79,1,5.75,clear sky
646,Puke,AL,42.0444,19.8997,41.0,75,20,5.75,few clouds
647,Gamba,GA,-2.65,10.0,75.4,88,71,3.62,broken clouds
648,Chon Daen,TH,16.1895,100.8596,96.01,39,11,5.39,few clouds
649,Panguna,PG,-6.3164,155.4848,75.96,85,100,1.32,light rain
650,Tyrma,RU,50.0833,132.1667,21.69,91,98,3.36,overcast clouds
651,Japura,ID,-0.3167,102.35,88.48,56,95,4.81,overcast clouds
652,Platonovka,RU,52.7106,41.952,20.48,95,78,10.6,broken clouds
653,Dawson Creek,CA,55.7666,-120.2362,30.2,80,75,0.89,broken clouds
654,Shimoda,JP,34.6667,138.95,48.2,93,75,14.97,broken clouds
655,Kalmunai,LK,7.4167,81.8167,84.2,70,97,5.86,overcast clouds
656,Bar Harbor,US,44.3876,-68.2039,25.0,54,1,5.75,clear sky
657,Brae,GB,60.3964,-1.353,41.0,81,90,16.11,overcast clouds
658,Inhambane,MZ,-23.865,35.3833,68.0,94,20,4.54,few clouds
659,Tabas,IR,33.5959,56.9244,64.6,25,0,2.51,clear sky
660,Kasulu,TZ,-4.5767,30.1025,63.41,97,100,5.41,light rain
661,Tazovskiy,RU,67.4667,78.7,-16.76,88,98,3.42,overcast clouds
662,Vicuna,CL,-30.0319,-70.7081,62.6,88,90,4.61,overcast clouds
663,Zaranj,AF,30.9667,61.8833,57.2,33,0,11.5,clear sky
664,Little Current,CA,45.9793,-81.9248,19.4,63,36,5.75,scattered clouds
665,Kindu,CD,-2.95,25.95,67.24,98,100,1.79,moderate rain
666,Hof,DE,50.3167,11.9167,28.99,87,71,3.0,broken clouds
667,Fomboni,KM,-12.28,43.7425,82.69,72,100,9.35,moderate rain
668,San Rafael,AR,-34.6177,-68.3301,77.56,38,84,6.29,broken clouds
669,Kalisz,PL,51.7611,18.091,28.0,89,59,1.01,broken clouds
670,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,77.34,85,23,6.71,few clouds
671,Saint Anthony,US,45.0205,-93.218,48.2,93,1,3.44,clear sky
672,Ialibu,PG,-6.2821,143.9935,64.9,92,92,2.75,overcast clouds
673,Sandakan,MY,5.8402,118.1179,78.8,89,40,2.3,scattered clouds
674,Katherine,AU,-14.4667,132.2667,95.0,49,40,2.3,scattered clouds
675,Zihuatanejo,MX,17.6333,-101.55,74.73,72,6,4.32,clear sky
676,Nizhnyaya Tavda,RU,57.6731,66.1725,5.27,94,29,6.42,scattered clouds
677,Tingi,TZ,-11.3,35.0333,64.81,97,93,4.21,light rain
678,Idlib,SY,35.9306,36.6339,51.8,100,75,9.22,broken clouds
679,Tianmen,CN,30.6516,113.1603,50.09,79,99,2.59,overcast clouds
680,Lodwar,KE,3.1191,35.5973,85.84,36,56,14.85,broken clouds
681,Nha Trang,VN,12.25,109.1833,84.2,70,20,17.27,few clouds
682,Morondava,MG,-20.2833,44.2833,77.76,85,0,4.5,clear sky
683,Egvekinot,RU,66.3167,-179.1667,6.87,98,99,3.78,light snow
684,Petropavlovka,RU,50.6114,105.3196,31.78,91,23,1.81,few clouds
685,Shekhupura,PK,31.7131,73.9783,69.8,56,0,3.44,clear sky
686,Inirida,CO,3.8653,-67.9239,75.38,95,100,1.34,overcast clouds
687,Bonthe,SL,7.5264,-12.505,78.01,87,31,5.17,scattered clouds
688,Shenjiamen,CN,29.9576,122.298,51.39,78,72,10.07,broken clouds
689,Dalbandin,PK,28.8947,64.4101,67.82,21,0,11.12,clear sky
690,Mwingi,KE,-0.9344,38.0601,68.49,84,86,2.01,overcast clouds
691,Hearst,CA,49.6835,-83.6665,28.4,29,98,8.05,overcast clouds
692,Kysyl-Syr,RU,63.8986,122.7617,-5.6,90,100,6.96,overcast clouds
693,Cap Malheureux,MU,-19.9842,57.6142,82.99,76,58,1.99,broken clouds
694,Gunjur,GM,13.2019,-16.7339,69.8,56,1,9.22,clear sky
695,Saint-Francois,FR,46.4154,3.9054,36.0,100,75,2.3,fog
696,Souillac,MU,-20.5167,57.5167,80.6,83,20,6.91,few clouds
697,Santa Leopoldina,BR,-20.1006,-40.5297,71.6,100,40,3.44,scattered clouds
698,Wamba,NG,8.9333,8.6,71.26,36,43,2.64,scattered clouds
699,Dwarka,IN,22.2394,68.9678,80.38,64,0,8.55,clear sky
700,Moindou,NC,-21.6924,165.677,82.4,57,75,16.11,broken clouds
701,Pangoa,PE,-12.1167,-73.0,69.82,85,89,1.59,overcast clouds
702,Williamsport,US,41.2412,-77.0011,24.8,68,1,2.8,clear sky
